dataset: isotropic1024coarse, variable: velocity, time: 0.02, temporal method: none, spatial method: lag8, spatial operator: field						
time	x_point	y_point	z_point	ux	uy	uz
0.02	0.019946620022792336	0.9	0.11967972013675403	-0.14434415102005005	-0.9608157873153687	-0.7925375699996948
0.02	0.019946620022792336	0.9	0.12715970264530116	-0.16109585762023926	-0.9688977003097534	-0.7780689597129822
0.02	0.019946620022792336	0.9	0.13463968515384828	-0.17766708135604858	-0.9840272068977356	-0.766230046749115
0.02	0.019946620022792336	0.9	0.14211966766239542	-0.19567999243736267	-0.9960575103759766	-0.7574174404144287
0.02	0.019946620022792336	0.9	0.14959965017094254	-0.21135960519313812	-1.0154412984848022	-0.7462048530578613
0.02	0.019946620022792336	0.9	0.15707963267948966	-0.23021452128887177	-1.037513017654419	-0.7374265193939209
0.02	0.019946620022792336	0.9	0.1645596151880368	-0.2502530813217163	-1.065375566482544	-0.733165442943573
0.02	0.019946620022792336	0.9	0.17203959769658392	-0.2734936773777008	-1.088727355003357	-0.7321358323097229
0.02	0.019946620022792336	0.9	0.17951958020513104	-0.3004891574382782	-1.1132745742797852	-0.7344372272491455
0.02	0.019946620022792336	0.9	0.18699956271367818	-0.32988977432250977	-1.136521577835083	-0.7390180826187134
0.02	0.019946620022792336	0.9	0.1944795452222253	-0.36663946509361267	-1.1615852117538452	-0.7430751919746399
0.02	0.019946620022792336	0.9	0.20195952773077241	-0.40804365277290344	-1.191455364227295	-0.7458497285842896
0.02	0.019946620022792336	0.9	0.20943951023931956	-0.4500408172607422	-1.2214347124099731	-0.7452272176742554
0.02	0.019946620022792336	0.9	0.21691949274786668	-0.4820535182952881	-1.2532068490982056	-0.7478277683258057
0.02	0.019946620022792336	0.9	0.2243994752564138	-0.5172477960586548	-1.282289743423462	-0.7550370097160339
0.02	0.019946620022792336	0.9	0.23187945776496094	-0.5410585403442383	-1.3052070140838623	-0.775454580783844
0.02	0.019946620022792336	0.9	0.23935944027350806	-0.4985770583152771	-1.2815444469451904	-0.7959996461868286
0.02	0.019946620022792336	0.9	0.24683942278205517	-0.3948589861392975	-1.2307945489883423	-0.8158136010169983
0.02	0.019946620022792336	0.9	0.2543194052906023	-0.2995982766151428	-1.1982979774475098	-0.8392946720123291
0.02	0.019946620022792336	0.9	0.26179938779914946	-0.22548280656337738	-1.1909518241882324	-0.864945650100708
0.02	0.019946620022792336	0.9	0.26927937030769655	-0.17220014333724976	-1.2094900608062744	-0.892386257648468
0.02	0.019946620022792336	0.9	0.2767593528162437	-0.13281425833702087	-1.2358349561691284	-0.9165310263633728
0.02	0.019946620022792336	0.9	0.28423933532479084	-0.11385945230722427	-1.2620508670806885	-0.9362506866455078
0.02	0.019946620022792336	0.9	0.29171931783333793	-0.10789446532726288	-1.2847042083740234	-0.944985568523407
0.02	0.019946620022792336	0.9	0.2991993003418851	-0.11603178828954697	-1.310997724533081	-0.9498694539070129
0.02	0.019946620022792336	0.9	0.3066792828504322	-0.13409489393234253	-1.3416075706481934	-0.947510302066803
0.02	0.019946620022792336	0.9	0.3141592653589793	-0.15816020965576172	-1.3760274648666382	-0.9366157054901123
0.02	0.019946620022792336	0.9	0.32163924786752646	-0.1875375360250473	-1.412391185760498	-0.9146281480789185
0.02	0.019946620022792336	0.9	0.3291192303760736	-0.2182241678237915	-1.4439115524291992	-0.8830963373184204
0.02	0.019946620022792336	0.9	0.3365992128846207	-0.24153122305870056	-1.4660837650299072	-0.8465197086334229
0.02	0.019946620022792336	0.9	0.34407919539316784	-0.26313459873199463	-1.4798306226730347	-0.8121040463447571
0.02	0.019946620022792336	0.9	0.351559177901715	-0.282301127910614	-1.488364577293396	-0.7725365161895752
0.02	0.019946620022792336	0.9	0.35903916041026207	-0.29081445932388306	-1.486647367477417	-0.7331293821334839
0.02	0.019946620022792336	0.9	0.3665191429188092	-0.29058894515037537	-1.477712631225586	-0.6923205852508545
0.02	0.019946620022792336	0.9	0.37399912542735636	-0.2758977711200714	-1.4653468132019043	-0.6550536751747131
0.02	0.019946620022792336	0.9	0.38147910793590345	-0.25433415174484253	-1.4569133520126343	-0.6287883520126343
0.02	0.019946620022792336	0.9	0.3889590904444506	-0.2286604344844818	-1.4569402933120728	-0.6184612512588501
0.02	0.019946620022792336	0.9	0.39643907295299774	-0.20579296350479126	-1.4670488834381104	-0.6237979531288147
0.02	0.019946620022792336	0.9	0.40391905546154483	-0.18539656698703766	-1.4802476167678833	-0.6391696929931641
0.02	0.019946620022792336	0.9	0.411399037970092	-0.16266018152236938	-1.493211269378662	-0.6524503231048584
0.02	0.019946620022792336	0.9	0.4188790204786391	-0.13875675201416016	-1.5086294412612915	-0.6601557731628418
0.02	0.019946620022792336	0.9	0.4263590029871862	-0.12574371695518494	-1.5233473777770996	-0.6692646145820618
0.02	0.019946620022792336	0.9	0.43383898549573335	-0.11927114427089691	-1.5382612943649292	-0.6821180582046509
0.02	0.019946620022792336	0.9	0.4413189680042805	-0.1182996928691864	-1.5493180751800537	-0.6949087381362915
0.02	0.019946620022792336	0.9	0.4487989505128276	-0.11073987931013107	-1.5580253601074219	-0.7120826840400696
0.02	0.019946620022792336	0.9	0.45627893302137473	-0.10182517766952515	-1.5618699789047241	-0.7267516255378723
0.02	0.019946620022792336	0.9	0.4637589155299219	-0.08966032415628433	-1.5613476037979126	-0.7429608702659607
0.02	0.019946620022792336	0.9	0.47123889803846897	-0.07943420857191086	-1.5609532594680786	-0.7617671489715576
0.02	0.03989324004558467	0.9	0.0	-0.04147186130285263	-0.20024126768112183	-0.6872095465660095
0.02	0.03989324004558467	0.9	0.007479982508547127	-0.04392056539654732	-0.31525853276252747	-0.7002120018005371
0.02	0.03989324004558467	0.9	0.014959965017094254	-0.030167773365974426	-0.4482079744338989	-0.7183193564414978
0.02	0.03989324004558467	0.9	0.02243994752564138	-0.005283983889967203	-0.5505277514457703	-0.7313655018806458
0.02	0.03989324004558467	0.9	0.029919930034188507	0.02021184004843235	-0.6104995012283325	-0.7362504601478577
0.02	0.03989324004558467	0.9	0.037399912542735635	0.019796935841441154	-0.6496267318725586	-0.7247524857521057
0.02	0.03989324004558467	0.9	0.04487989505128276	-0.004800332710146904	-0.6790327429771423	-0.7051911950111389
0.02	0.03989324004558467	0.9	0.05235987755982989	-0.037643130868673325	-0.7144551873207092	-0.6963514089584351
0.02	0.03989324004558467	0.9	0.059839860068377014	-0.07395564019680023	-0.7515642642974854	-0.7165734767913818
0.02	0.03989324004558467	0.9	0.06731984257692414	-0.09612682461738586	-0.7950344085693359	-0.754954993724823
0.02	0.03989324004558467	0.9	0.07479982508547127	-0.09269958734512329	-0.8476861715316772	-0.7863712906837463
0.02	0.03989324004558467	0.9	0.0822798075940184	-0.10407190769910812	-0.8781964182853699	-0.8248096704483032
0.02	0.03989324004558467	0.9	0.08975979010256552	-0.12755416333675385	-0.914840042591095	-0.8477063775062561
0.02	0.03989324004558467	0.9	0.09723977261111265	-0.17155452072620392	-0.9588468670845032	-0.8405025005340576
0.02	0.03989324004558467	0.9	0.10471975511965978	-0.20647063851356506	-0.9931751489639282	-0.800746500492096
0.02	0.03989324004558467	0.9	0.1121997376282069	-0.21046432852745056	-1.0061718225479126	-0.7524660229682922
0.02	0.03989324004558467	0.9	0.11967972013675403	-0.20028196275234222	-0.999785304069519	-0.7223184108734131
0.02	0.03989324004558467	0.9	0.12715970264530116	-0.1978437900543213	-0.9964834451675415	-0.7025052309036255
0.02	0.03989324004558467	0.9	0.13463968515384828	-0.20789645612239838	-0.999207079410553	-0.6895902752876282
0.02	0.03989324004558467	0.9	0.14211966766239542	-0.22425419092178345	-1.0112905502319336	-0.6818096041679382
0.02	0.03989324004558467	0.9	0.14959965017094254	-0.2443726807832718	-1.0281729698181152	-0.6727122068405151
0.02	0.03989324004558467	0.9	0.15707963267948966	-0.268421471118927	-1.055280089378357	-0.660696268081665
0.02	0.03989324004558467	0.9	0.1645596151880368	-0.2991980314254761	-1.080925464630127	-0.6419334411621094
0.02	0.03989324004558467	0.9	0.17203959769658392	-0.33206048607826233	-1.1085929870605469	-0.6201313734054565
0.02	0.03989324004558467	0.9	0.17951958020513104	-0.36105877161026	-1.1286574602127075	-0.5975316166877747
0.02	0.03989324004558467	0.9	0.18699956271367818	-0.39549720287323	-1.1489031314849854	-0.5763731598854065
0.02	0.03989324004558467	0.9	0.1944795452222253	-0.41987529397010803	-1.1738492250442505	-0.5703728795051575
0.02	0.03989324004558467	0.9	0.20195952773077241	-0.4391739070415497	-1.2044633626937866	-0.579078197479248
0.02	0.03989324004558467	0.9	0.20943951023931956	-0.45105236768722534	-1.247254729270935	-0.598134458065033
0.02	0.03989324004558467	0.9	0.21691949274786668	-0.465526819229126	-1.2838339805603027	-0.6201187968254089
0.02	0.03989324004558467	0.9	0.2243994752564138	-0.4762437045574188	-1.3130295276641846	-0.6481502652168274
0.02	0.03989324004558467	0.9	0.23187945776496094	-0.47541162371635437	-1.3266098499298096	-0.6844967603683472
0.02	0.03989324004558467	0.9	0.23935944027350806	-0.46700942516326904	-1.3353310823440552	-0.7397230267524719
0.02	0.03989324004558467	0.9	0.24683942278205517	-0.41904696822166443	-1.304444670677185	-0.7872549295425415
0.02	0.03989324004558467	0.9	0.2543194052906023	-0.3053036630153656	-1.2491458654403687	-0.8010134100914001
0.02	0.03989324004558467	0.9	0.26179938779914946	-0.19906802475452423	-1.2236301898956299	-0.7995676398277283
0.02	0.03989324004558467	0.9	0.26927937030769655	-0.15924258530139923	-1.227485179901123	-0.8081941604614258
0.02	0.03989324004558467	0.9	0.2767593528162437	-0.16826897859573364	-1.247054100036621	-0.8118777275085449
0.02	0.03989324004558467	0.9	0.28423933532479084	-0.13514207303524017	-1.2762154340744019	-0.8156759738922119
0.02	0.03989324004558467	0.9	0.29171931783333793	-0.09120071679353714	-1.3302173614501953	-0.8357118964195251
0.02	0.03989324004558467	0.9	0.2991993003418851	-0.09753436595201492	-1.4013302326202393	-0.8537465333938599
0.02	0.03989324004558467	0.9	0.3066792828504322	-0.1459110677242279	-1.4720937013626099	-0.8568446040153503
0.02	0.03989324004558467	0.9	0.3141592653589793	-0.20397624373435974	-1.5242040157318115	-0.851617157459259
0.02	0.03989324004558467	0.9	0.32163924786752646	-0.2561613619327545	-1.5638867616653442	-0.840831995010376
0.02	0.03989324004558467	0.9	0.3291192303760736	-0.29973384737968445	-1.5989634990692139	-0.8300046324729919
0.02	0.03989324004558467	0.9	0.3365992128846207	-0.33289846777915955	-1.6239680051803589	-0.8122331500053406
0.02	0.03989324004558467	0.9	0.34407919539316784	-0.3488352298736572	-1.632129192352295	-0.7839666604995728
0.02	0.03989324004558467	0.9	0.351559177901715	-0.3537735044956207	-1.6260968446731567	-0.7607132792472839
0.02	0.03989324004558467	0.9	0.35903916041026207	-0.37193968892097473	-1.6162532567977905	-0.7576518058776855
0.02	0.03989324004558467	0.9	0.3665191429188092	-0.39668869972229004	-1.6022266149520874	-0.764228105545044
0.02	0.03989324004558467	0.9	0.37399912542735636	-0.41126111149787903	-1.5892709493637085	-0.7633352279663086
0.02	0.03989324004558467	0.9	0.38147910793590345	-0.4027949273586273	-1.5748286247253418	-0.7437517046928406
0.02	0.03989324004558467	0.9	0.3889590904444506	-0.37283700704574585	-1.556283712387085	-0.7139993906021118
0.02	0.03989324004558467	0.9	0.39643907295299774	-0.3262239396572113	-1.535337209701538	-0.6748173832893372
0.02	0.03989324004558467	0.9	0.40391905546154483	-0.2729284465312958	-1.5050708055496216	-0.6318435668945312
0.02	0.03989324004558467	0.9	0.411399037970092	-0.2224520742893219	-1.4819153547286987	-0.5889859795570374
0.02	0.03989324004558467	0.9	0.4188790204786391	-0.18213380873203278	-1.478466272354126	-0.5552703142166138
0.02	0.03989324004558467	0.9	0.4263590029871862	-0.1598159521818161	-1.490504264831543	-0.5368396639823914
0.02	0.03989324004558467	0.9	0.43383898549573335	-0.1407608985900879	-1.5064722299575806	-0.5276765823364258
0.02	0.03989324004558467	0.9	0.4413189680042805	-0.12691764533519745	-1.513096570968628	-0.522178053855896
0.02	0.03989324004558467	0.9	0.4487989505128276	-0.11285527795553207	-1.5169165134429932	-0.5217775106430054
0.02	0.03989324004558467	0.9	0.45627893302137473	-0.09925588965415955	-1.5161247253417969	-0.5232214331626892
0.02	0.03989324004558467	0.9	0.4637589155299219	-0.09126802533864975	-1.5164318084716797	-0.5217903256416321
0.02	0.03989324004558467	0.9	0.47123889803846897	-0.08725950866937637	-1.5142461061477661	-0.5173493027687073
0.02	0.05983986006837701	0.9	0.0	-0.0013066403334960341	-0.2984529435634613	-0.6756083369255066
0.02	0.05983986006837701	0.9	0.007479982508547127	-0.021759260445833206	-0.404893159866333	-0.6525986194610596
0.02	0.05983986006837701	0.9	0.014959965017094254	-0.020202508196234703	-0.5092472434043884	-0.6418154835700989
0.02	0.05983986006837701	0.9	0.02243994752564138	-0.01082706917077303	-0.5793793201446533	-0.642403244972229
0.02	0.05983986006837701	0.9	0.029919930034188507	-0.014036771841347218	-0.6301314234733582	-0.6491706371307373
0.02	0.05983986006837701	0.9	0.037399912542735635	-0.047637924551963806	-0.6608331203460693	-0.6442229151725769
0.02	0.05983986006837701	0.9	0.04487989505128276	-0.07694653421640396	-0.6761916279792786	-0.6380047798156738
0.02	0.05983986006837701	0.9	0.05235987755982989	-0.09148379415273666	-0.6845932006835938	-0.6398787498474121
0.02	0.05983986006837701	0.9	0.059839860068377014	-0.11303303390741348	-0.6973313093185425	-0.6443824768066406
0.02	0.05983986006837701	0.9	0.06731984257692414	-0.14203304052352905	-0.7211008667945862	-0.6464312672615051
0.02	0.05983986006837701	0.9	0.07479982508547127	-0.14982900023460388	-0.7537587285041809	-0.6634624004364014
0.02	0.05983986006837701	0.9	0.0822798075940184	-0.12829440832138062	-0.7807968258857727	-0.6771058440208435
0.02	0.05983986006837701	0.9	0.08975979010256552	-0.16122102737426758	-0.8240760564804077	-0.6763893365859985
0.02	0.05983986006837701	0.9	0.09723977261111265	-0.2345775067806244	-0.9126378893852234	-0.6735774278640747
0.02	0.05983986006837701	0.9	0.10471975511965978	-0.27506932616233826	-1.0036861896514893	-0.6595926880836487
0.02	0.05983986006837701	0.9	0.1121997376282069	-0.2847452163696289	-1.0342535972595215	-0.6420444250106812
0.02	0.05983986006837701	0.9	0.11967972013675403	-0.29127737879753113	-1.0368502140045166	-0.6206828355789185
0.02	0.05983986006837701	0.9	0.12715970264530116	-0.29963070154190063	-1.037779688835144	-0.5919075608253479
0.02	0.05983986006837701	0.9	0.13463968515384828	-0.30996227264404297	-1.038109302520752	-0.5565200448036194
0.02	0.05983986006837701	0.9	0.14211966766239542	-0.3256642818450928	-1.0369218587875366	-0.5244873762130737
0.02	0.05983986006837701	0.9	0.14959965017094254	-0.3481398820877075	-1.040177822113037	-0.4957171678543091
0.02	0.05983986006837701	0.9	0.15707963267948966	-0.3799300193786621	-1.0511603355407715	-0.4705826938152313
0.02	0.05983986006837701	0.9	0.1645596151880368	-0.4130561649799347	-1.0692994594573975	-0.45394420623779297
0.02	0.05983986006837701	0.9	0.17203959769658392	-0.44445139169692993	-1.0998587608337402	-0.4401233494281769
0.02	0.05983986006837701	0.9	0.17951958020513104	-0.4610219895839691	-1.1347991228103638	-0.4315851032733917
0.02	0.05983986006837701	0.9	0.18699956271367818	-0.459125816822052	-1.1652604341506958	-0.42397478222846985
0.02	0.05983986006837701	0.9	0.1944795452222253	-0.4354262053966522	-1.1867456436157227	-0.4272247850894928
0.02	0.05983986006837701	0.9	0.20195952773077241	-0.4110211730003357	-1.2023802995681763	-0.44505369663238525
0.02	0.05983986006837701	0.9	0.20943951023931956	-0.40849289298057556	-1.2154215574264526	-0.46558207273483276
0.02	0.05983986006837701	0.9	0.21691949274786668	-0.4209173321723938	-1.2414244413375854	-0.49646899104118347
0.02	0.05983986006837701	0.9	0.2243994752564138	-0.4498676359653473	-1.2737048864364624	-0.5372246503829956
0.02	0.05983986006837701	0.9	0.23187945776496094	-0.4739067256450653	-1.3107032775878906	-0.5731145143508911
0.02	0.05983986006837701	0.9	0.23935944027350806	-0.4839707612991333	-1.3451097011566162	-0.5914186835289001
0.02	0.05983986006837701	0.9	0.24683942278205517	-0.4546009600162506	-1.371720790863037	-0.5924657583236694
0.02	0.05983986006837701	0.9	0.2543194052906023	-0.40700671076774597	-1.3744051456451416	-0.5747877955436707
0.02	0.05983986006837701	0.9	0.26179938779914946	-0.34081822633743286	-1.336121678352356	-0.5525531768798828
0.02	0.05983986006837701	0.9	0.26927937030769655	-0.279281884431839	-1.2739619016647339	-0.5292640924453735
0.02	0.05983986006837701	0.9	0.2767593528162437	-0.23925773799419403	-1.2228987216949463	-0.5041898488998413
0.02	0.05983986006837701	0.9	0.28423933532479084	-0.20476408302783966	-1.2047513723373413	-0.4925821125507355
0.02	0.05983986006837701	0.9	0.29171931783333793	-0.143290713429451	-1.228816270828247	-0.4875602424144745
0.02	0.05983986006837701	0.9	0.2991993003418851	-0.11864935606718063	-1.2851519584655762	-0.48938897252082825
0.02	0.05983986006837701	0.9	0.3066792828504322	-0.16664235293865204	-1.3211796283721924	-0.5248264074325562
0.02	0.05983986006837701	0.9	0.3141592653589793	-0.2360726296901703	-1.3398014307022095	-0.5762613415718079
0.02	0.05983986006837701	0.9	0.32163924786752646	-0.2944101393222809	-1.3772765398025513	-0.625028669834137
0.02	0.05983986006837701	0.9	0.3291192303760736	-0.3557925522327423	-1.4218947887420654	-0.6698188185691833
0.02	0.05983986006837701	0.9	0.3365992128846207	-0.4168851375579834	-1.4605697393417358	-0.7016481757164001
0.02	0.05983986006837701	0.9	0.34407919539316784	-0.4671579897403717	-1.500382900238037	-0.7077262997627258
0.02	0.05983986006837701	0.9	0.351559177901715	-0.48966315388679504	-1.5536688566207886	-0.685413122177124
0.02	0.05983986006837701	0.9	0.35903916041026207	-0.47031766176223755	-1.6172922849655151	-0.646404504776001
0.02	0.05983986006837701	0.9	0.3665191429188092	-0.4283108711242676	-1.6513960361480713	-0.6080868244171143
0.02	0.05983986006837701	0.9	0.37399912542735636	-0.39729392528533936	-1.6422289609909058	-0.5955014824867249
0.02	0.05983986006837701	0.9	0.38147910793590345	-0.4122273623943329	-1.6156764030456543	-0.6233935356140137
0.02	0.05983986006837701	0.9	0.3889590904444506	-0.4413962960243225	-1.58745539188385	-0.6685778498649597
0.02	0.05983986006837701	0.9	0.39643907295299774	-0.44306448101997375	-1.571000576019287	-0.6902685165405273
0.02	0.05983986006837701	0.9	0.40391905546154483	-0.4098219871520996	-1.5498952865600586	-0.6790364980697632
0.02	0.05983986006837701	0.9	0.411399037970092	-0.36584243178367615	-1.5373848676681519	-0.649255096912384
0.02	0.05983986006837701	0.9	0.4188790204786391	-0.32145145535469055	-1.5388929843902588	-0.6094577312469482
0.02	0.05983986006837701	0.9	0.4263590029871862	-0.2732914686203003	-1.5333846807479858	-0.5684205293655396
0.02	0.05983986006837701	0.9	0.43383898549573335	-0.22569115459918976	-1.521593451499939	-0.5246769785881042
0.02	0.05983986006837701	0.9	0.4413189680042805	-0.18653593957424164	-1.4993343353271484	-0.4817589223384857
0.02	0.05983986006837701	0.9	0.4487989505128276	-0.15450415015220642	-1.4905823469161987	-0.4521752893924713
