dataset: isotropic1024coarse, variable: velocity, time: 0.0, temporal method: none, spatial method: lag8, spatial operator: field						
time	x_point	y_point	z_point	ux	uy	uz
0.0	0.0	0.9	0.0	0.055170584470033646	-0.4913579523563385	-0.5364094376564026
0.0	0.0	0.9	0.007479982508547127	-0.001615865621715784	-0.4604637026786804	-0.5598231554031372
0.0	0.0	0.9	0.014959965017094254	-0.022628962993621826	-0.45010682940483093	-0.586769700050354
0.0	0.0	0.9	0.02243994752564138	-0.02666882984340191	-0.4604225158691406	-0.6365850567817688
0.0	0.0	0.9	0.029919930034188507	-0.04943949356675148	-0.47620752453804016	-0.670661211013794
0.0	0.0	0.9	0.037399912542735635	-0.07410873472690582	-0.5268166661262512	-0.6934731602668762
0.0	0.0	0.9	0.04487989505128276	-0.03890322893857956	-0.6317750215530396	-0.7843860983848572
0.0	0.0	0.9	0.05235987755982989	0.033906444907188416	-0.6960903406143188	-0.8970483541488647
0.0	0.0	0.9	0.059839860068377014	0.04304203763604164	-0.7242635488510132	-0.9876102805137634
0.0	0.0	0.9	0.06731984257692414	-0.04478748142719269	-0.785447359085083	-1.0540274381637573
0.0	0.0	0.9	0.07479982508547127	-0.13419665396213531	-0.8560990691184998	-1.080672264099121
0.0	0.0	0.9	0.0822798075940184	-0.14634853601455688	-0.9003788232803345	-1.0707712173461914
0.0	0.0	0.9	0.08975979010256552	-0.11451730132102966	-0.8642256855964661	-1.012515902519226
0.0	0.0	0.9	0.09723977261111265	-0.07920078188180923	-0.789465069770813	-0.9452771544456482
0.0	0.0	0.9	0.10471975511965978	-0.0672672688961029	-0.7241830825805664	-0.8973103165626526
0.0	0.0	0.9	0.1121997376282069	-0.07374905049800873	-0.7033254504203796	-0.8702768683433533
0.0	0.0	0.9	0.11967972013675403	-0.09615851938724518	-0.7110243439674377	-0.8477356433868408
0.0	0.0	0.9	0.12715970264530116	-0.11982438713312149	-0.7437964081764221	-0.8217177391052246
0.0	0.0	0.9	0.13463968515384828	-0.13731935620307922	-0.7865059971809387	-0.7995093464851379
0.0	0.0	0.9	0.14211966766239542	-0.14820386469364166	-0.8502081036567688	-0.7757471203804016
0.0	0.0	0.9	0.14959965017094254	-0.16000491380691528	-0.9176543354988098	-0.7482805848121643
0.0	0.0	0.9	0.15707963267948966	-0.1943749338388443	-0.9810500144958496	-0.7239186763763428
0.0	0.0	0.9	0.1645596151880368	-0.23112404346466064	-1.021470069885254	-0.7165443897247314
0.0	0.0	0.9	0.17203959769658392	-0.25563138723373413	-1.0388965606689453	-0.7227373123168945
0.0	0.0	0.9	0.17951958020513104	-0.2766934931278229	-1.0498619079589844	-0.7326257228851318
0.0	0.0	0.9	0.18699956271367818	-0.3058309853076935	-1.0718613862991333	-0.7311839461326599
0.0	0.0	0.9	0.1944795452222253	-0.32468143105506897	-1.1060751676559448	-0.7279518842697144
0.0	0.0	0.9	0.20195952773077241	-0.3348257541656494	-1.142203450202942	-0.7210955619812012
0.0	0.0	0.9	0.20943951023931956	-0.33810460567474365	-1.1800695657730103	-0.7128210067749023
